Date,Year,Month,Hour,Rhr,Ihr,Soil,ET0,ET0rain,ET Tech->,Ihrschedule
1/5/2012 12:00,2012,1,12,0,0,sandy loam,0.004233333,0.045,,0
1/5/2012 13:00,2012,1,13,0,0,sandy loam,0.004233333,0.041,,0
1/5/2012 14:00,2012,1,14,0,0,sandy loam,0.004233333,0.039,,0
1/5/2012 15:00,2012,1,15,0,0,sandy loam,0.004233333,0.034,,0
1/5/2012 16:00,2012,1,16,0,0,sandy loam,0.004233333,0.023,,0
1/5/2012 17:00,2012,1,17,0,0,sandy loam,0.004233333,0.007,,0
1/5/2012 18:00,2012,1,18,0,0,sandy loam,0.004233333,0.003,,0
1/5/2012 19:00,2012,1,19,0,0,sandy loam,0.004233333,0,,0
1/5/2012 20:00,2012,1,20,0,0,sandy loam,0.004233333,0,,0
1/5/2012 21:00,2012,1,21,0,0,sandy loam,0.004233333,0,,0
1/5/2012 22:00,2012,1,22,0,0,sandy loam,0.004233333,0,,0
1/5/2012 23:00,2012,1,23,0,0,sandy loam,0.004233333,0,,0
1/6/2012 0:00,2012,1,0,0,0,sandy loam,0.005291667,0,,0
1/6/2012 1:00,2012,1,1,0,0,sandy loam,0.005291667,0,,0
1/6/2012 2:00,2012,1,2,0,0,sandy loam,0.005291667,0,,0
1/6/2012 3:00,2012,1,3,0,0,sandy loam,0.005291667,0,,0
1/6/2012 4:00,2012,1,4,0,0,sandy loam,0.005291667,0,,0
1/6/2012 5:00,2012,1,5,0,0,sandy loam,0.005291667,0,,0
1/6/2012 6:00,2012,1,6,0,0,sandy loam,0.005291667,0,,0
1/6/2012 7:00,2012,1,7,0,0,sandy loam,0.005291667,0.001,,0
1/6/2012 8:00,2012,1,8,0,0,sandy loam,0.005291667,0.008,,0
1/6/2012 9:00,2012,1,9,0,0,sandy loam,0.005291667,0.021,,0
1/6/2012 10:00,2012,1,10,0,0,sandy loam,0.005291667,0.033,,0
1/6/2012 11:00,2012,1,11,0,0,sandy loam,0.005291667,0.04,,0
1/6/2012 12:00,2012,1,12,0,0,sandy loam,0.005291667,0.044,,0
1/6/2012 13:00,2012,1,13,0,0,sandy loam,0.005291667,0.044,,0
1/6/2012 14:00,2012,1,14,0,0,sandy loam,0.005291667,0.038,,0
1/6/2012 15:00,2012,1,15,0,0,sandy loam,0.005291667,0.032,,0
1/6/2012 16:00,2012,1,16,0,0,sandy loam,0.005291667,0.021,,0
1/6/2012 17:00,2012,1,17,0,0,sandy loam,0.005291667,0.007,,0
1/6/2012 18:00,2012,1,18,0,0,sandy loam,0.005291667,0,,0
1/6/2012 19:00,2012,1,19,0,0,sandy loam,0.005291667,0,,0
1/6/2012 20:00,2012,1,20,0,0,sandy loam,0.005291667,0,,0
1/6/2012 21:00,2012,1,21,0,0,sandy loam,0.005291667,0,,0
1/6/2012 22:00,2012,1,22,0,0,sandy loam,0.005291667,0,,0
1/6/2012 23:00,2012,1,23,0,0,sandy loam,0.005291667,0,,0
1/7/2012 0:00,2012,1,0,0,0,sandy loam,0.005291667,0,,0
1/7/2012 1:00,2012,1,1,0,0,sandy loam,0.005291667,0,,0
1/7/2012 2:00,2012,1,2,0,0,sandy loam,0.005291667,0,,0
1/7/2012 3:00,2012,1,3,0,0,sandy loam,0.005291667,0,,0
1/7/2012 4:00,2012,1,4,0,0,sandy loam,0.005291667,0,,0
1/7/2012 5:00,2012,1,5,0,0,sandy loam,0.005291667,0,,0
1/7/2012 6:00,2012,1,6,0,0,sandy loam,0.005291667,0,,0
1/7/2012 7:00,2012,1,7,0,0,sandy loam,0.005291667,0.001,,0
1/7/2012 8:00,2012,1,8,0,0,sandy loam,0.005291667,0.008,,0
1/7/2012 9:00,2012,1,9,0,0,sandy loam,0.005291667,0.021,,0
1/7/2012 10:00,2012,1,10,0,0,sandy loam,0.005291667,0.034,,0
1/7/2012 11:00,2012,1,11,0,0,sandy loam,0.005291667,0.042,,0
1/7/2012 12:00,2012,1,12,0,0,sandy loam,0.005291667,0.047,,0
1/7/2012 13:00,2012,1,13,0,0,sandy loam,0.005291667,0.043,,0
1/7/2012 14:00,2012,1,14,0,0,sandy loam,0.005291667,0.03,,0
1/7/2012 15:00,2012,1,15,0,0,sandy loam,0.005291667,0.031,,0
1/7/2012 16:00,2012,1,16,0,0,sandy loam,0.005291667,0.021,,0
1/7/2012 17:00,2012,1,17,0,0,sandy loam,0.005291667,0.008,,0
1/7/2012 18:00,2012,1,18,0,0,sandy loam,0.005291667,0.001,,0
1/7/2012 19:00,2012,1,19,0,0,sandy loam,0.005291667,0,,0
1/7/2012 20:00,2012,1,20,0,0,sandy loam,0.005291667,0,,0
1/7/2012 21:00,2012,1,21,0,0,sandy loam,0.005291667,0,,0
1/7/2012 22:00,2012,1,22,0,0,sandy loam,0.005291667,0,,0
1/7/2012 23:00,2012,1,23,0,0,sandy loam,0.005291667,0,,0
1/8/2012 0:00,2012,1,0,0,1.75,sandy loam,0.00635,0,,0
1/8/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0,,0
1/8/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0,,0
1/8/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0,,0
1/8/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0,,0
1/8/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0,,1
1/8/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0,,0
1/8/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.001,,0
1/8/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.008,,0
1/8/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.021,,0
1/8/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.034,,0
1/8/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.044,,0
1/8/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.048,,0
1/8/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.048,,0
1/8/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.043,,0
1/8/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.034,,0
1/8/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.023,,0
1/8/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.009,,0
1/8/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0,,0
1/8/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0,,0
1/8/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0,,0
1/8/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0,,0
1/8/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0,,0
1/8/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0,,0
1/9/2012 0:00,2012,1,0,0,0,sandy loam,0.00635,0,,0
1/9/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0,,0
1/9/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0,,0
1/9/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0,,0
1/9/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0,,0
1/9/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0,,0
1/9/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0,,0
1/9/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.001,,0
1/9/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.008,,0
1/9/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.023,,0
1/9/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.036,,0
1/9/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.035,,0
1/9/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.035,,0
1/9/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.033,,0
1/9/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.038,,0
1/9/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.034,,0
1/9/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.024,,0
1/9/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.009,,0
1/9/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.001,,0
1/9/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0,,0
1/9/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0,,0
1/9/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0,,0
1/9/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0,,0
1/9/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0,,0
1/10/2012 0:00,2012,1,0,0,0,sandy loam,0.00635,0,,0
1/10/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0,,0
1/10/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0,,0
1/10/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0,,0
1/10/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0,,0
1/10/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0,,0
1/10/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0,,0
1/10/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.001,,0
1/10/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.009,,0
1/10/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.022,,0
1/10/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.03,,0
1/10/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.041,,0
1/10/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.05,,0
1/10/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.047,,0
1/10/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.033,,0
1/10/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.023,,0
1/10/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.021,,0
1/10/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.008,,0
1/10/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.001,,0
1/10/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0,,0
1/10/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0,,0
1/10/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0,,0
1/10/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0,,0
1/10/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0,,0
1/11/2012 0:00,2012,1,0,0,0,sandy loam,0.00635,0,,0
1/11/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0,,0
1/11/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0,,0
1/11/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0,,0
1/11/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0,,0
1/11/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0,,0
1/11/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0,,0
1/11/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.001,,0
1/11/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.008,,0
1/11/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.013,,0
1/11/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.023,,0
1/11/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.022,,0
1/11/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.019,,0
1/11/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.011,,0
1/11/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.009,,0
1/11/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.01,,0
1/11/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.008,,0
1/11/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.004,,0
1/11/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.001,,0
1/11/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0.001,,0
1/11/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0.001,,0
1/11/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0.001,,0
1/11/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0.001,,0
1/11/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0.001,,0
1/12/2012 0:00,2012,1,0,0,1.72,sandy loam,0.00635,0.001,,0
1/12/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0,,0
1/12/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0,,0
1/12/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0,,0
1/12/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0,,0
1/12/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0,,1
1/12/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0,,0
1/12/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.001,,0
1/12/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.009,,0
1/12/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.012,,0
1/12/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.016,,0
1/12/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.021,,0
1/12/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.025,,0
1/12/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.025,,0
1/12/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.014,,0
1/12/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.015,,0
1/12/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.012,,0
1/12/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.004,,0
1/12/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.002,,0
1/12/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0.001,,0
1/12/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0.001,,0
1/12/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0.002,,0
1/12/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0.001,,0
1/12/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0,,0
1/13/2012 0:00,2012,1,0,0,0,sandy loam,0.00635,0,,0
1/13/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0.001,,0
1/13/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0,,0
1/13/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0,,0
1/13/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0,,0
1/13/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0,,0
1/13/2012 6:00,2012,1,6,0.0254,0,sandy loam,0.00635,0,,0
1/13/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.001,,0
1/13/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.004,,0
1/13/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.015,,0
1/13/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.033,,0
1/13/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.037,,0
1/13/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.034,,0
1/13/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.03,,0
1/13/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.017,,0
1/13/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.015,,0
1/13/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.009,,0
1/13/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.004,,0
1/13/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.001,,0
1/13/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0.001,,0
1/13/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0,,0
1/13/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0,,0
1/13/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0.001,,0
1/13/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0.001,,0
1/14/2012 0:00,2012,1,0,0,0,sandy loam,0.005291667,0.002,,0
1/14/2012 1:00,2012,1,1,0,0,sandy loam,0.005291667,0.005,,0
1/14/2012 2:00,2012,1,2,0,0,sandy loam,0.005291667,0.007,,0
1/14/2012 3:00,2012,1,3,0,0,sandy loam,0.005291667,0.007,,0
1/14/2012 4:00,2012,1,4,0,0,sandy loam,0.005291667,0.007,,0
1/14/2012 5:00,2012,1,5,0,0,sandy loam,0.005291667,0.007,,0
1/14/2012 6:00,2012,1,6,0,0,sandy loam,0.005291667,0.007,,0
1/14/2012 7:00,2012,1,7,0,0,sandy loam,0.005291667,0.006,,0
1/14/2012 8:00,2012,1,8,0,0,sandy loam,0.005291667,0.011,,0
1/14/2012 9:00,2012,1,9,0,0,sandy loam,0.005291667,0.019,,0
1/14/2012 10:00,2012,1,10,0,0,sandy loam,0.005291667,0.025,,0
1/14/2012 11:00,2012,1,11,0,0,sandy loam,0.005291667,0.032,,0
1/14/2012 12:00,2012,1,12,0,0,sandy loam,0.005291667,0.038,,0
1/14/2012 13:00,2012,1,13,0,0,sandy loam,0.005291667,0.034,,0
1/14/2012 14:00,2012,1,14,0,0,sandy loam,0.005291667,0.036,,0
1/14/2012 15:00,2012,1,15,0,0,sandy loam,0.005291667,0.029,,0
1/14/2012 16:00,2012,1,16,0,0,sandy loam,0.005291667,0.02,,0
1/14/2012 17:00,2012,1,17,0,0,sandy loam,0.005291667,0.01,,0
1/14/2012 18:00,2012,1,18,0,0,sandy loam,0.005291667,0.006,,0
1/14/2012 19:00,2012,1,19,0,0,sandy loam,0.005291667,0.004,,0
1/14/2012 20:00,2012,1,20,0,0,sandy loam,0.005291667,0.002,,0
1/14/2012 21:00,2012,1,21,0,0,sandy loam,0.005291667,0.001,,0
1/14/2012 22:00,2012,1,22,0,0,sandy loam,0.005291667,0.001,,0
1/14/2012 23:00,2012,1,23,0,0,sandy loam,0.005291667,0.003,,0
1/15/2012 0:00,2012,1,0,0,1.66,sandy loam,0.00635,0.004,,0
1/15/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0.006,,0
1/15/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0.007,,0
1/15/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0.006,,0
1/15/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0.006,,0
1/15/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0.002,,1
1/15/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0.002,,0
1/15/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.004,,0
1/15/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.01,,0
1/15/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.024,,0
1/15/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.038,,0
1/15/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.046,,0
1/15/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.051,,0
1/15/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.051,,0
1/15/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.048,,0
1/15/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.039,,0
1/15/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.027,,0
1/15/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.012,,0
1/15/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.004,,0
1/15/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0.004,,0
1/15/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0.003,,0
1/15/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0.003,,0
1/15/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0.001,,0
1/15/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0.001,,0
1/16/2012 0:00,2012,1,0,0,0,sandy loam,0.00635,0.001,,0
1/16/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0.003,,0
1/16/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0.005,,0
1/16/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0.006,,0
1/16/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0.004,,0
1/16/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0.001,,0
1/16/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0,,0
1/16/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.002,,0
1/16/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.008,,0
1/16/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.015,,0
1/16/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.024,,0
1/16/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.025,,0
1/16/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.031,,0
1/16/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.035,,0
1/16/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.029,,0
1/16/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.025,,0
1/16/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.023,,0
1/16/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.014,,0
1/16/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.008,,0
1/16/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0.003,,0
1/16/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0.005,,0
1/16/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0.005,,0
1/16/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0.003,,0
1/16/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0.002,,0
1/17/2012 0:00,2012,1,0,0,0,sandy loam,0.00635,0.002,,0
1/17/2012 1:00,2012,1,1,0,0,sandy loam,0.00635,0.001,,0
1/17/2012 2:00,2012,1,2,0,0,sandy loam,0.00635,0.001,,0
1/17/2012 3:00,2012,1,3,0,0,sandy loam,0.00635,0.001,,0
1/17/2012 4:00,2012,1,4,0,0,sandy loam,0.00635,0,,0
1/17/2012 5:00,2012,1,5,0,0,sandy loam,0.00635,0,,0
1/17/2012 6:00,2012,1,6,0,0,sandy loam,0.00635,0,,0
1/17/2012 7:00,2012,1,7,0,0,sandy loam,0.00635,0.001,,0
1/17/2012 8:00,2012,1,8,0,0,sandy loam,0.00635,0.007,,0
1/17/2012 9:00,2012,1,9,0,0,sandy loam,0.00635,0.022,,0
1/17/2012 10:00,2012,1,10,0,0,sandy loam,0.00635,0.037,,0
1/17/2012 11:00,2012,1,11,0,0,sandy loam,0.00635,0.044,,0
1/17/2012 12:00,2012,1,12,0,0,sandy loam,0.00635,0.044,,0
1/17/2012 13:00,2012,1,13,0,0,sandy loam,0.00635,0.044,,0
1/17/2012 14:00,2012,1,14,0,0,sandy loam,0.00635,0.033,,0
1/17/2012 15:00,2012,1,15,0,0,sandy loam,0.00635,0.025,,0
1/17/2012 16:00,2012,1,16,0,0,sandy loam,0.00635,0.018,,0
1/17/2012 17:00,2012,1,17,0,0,sandy loam,0.00635,0.007,,0
1/17/2012 18:00,2012,1,18,0,0,sandy loam,0.00635,0.001,,0
1/17/2012 19:00,2012,1,19,0,0,sandy loam,0.00635,0,,0
1/17/2012 20:00,2012,1,20,0,0,sandy loam,0.00635,0,,0
1/17/2012 21:00,2012,1,21,0,0,sandy loam,0.00635,0,,0
1/17/2012 22:00,2012,1,22,0,0,sandy loam,0.00635,0,,0
1/17/2012 23:00,2012,1,23,0,0,sandy loam,0.00635,0,,0
1/18/2012 0:00,2012,1,0,0,0,sandy loam,0.007408333,0,,0
1/18/2012 1:00,2012,1,1,0,0,sandy loam,0.007408333,0,,0
1/18/2012 2:00,2012,1,2,0,0,sandy loam,0.007408333,0,,0
1/18/2012 3:00,2012,1,3,0,0,sandy loam,0.007408333,0,,0
1/18/2012 4:00,2012,1,4,0,0,sandy loam,0.007408333,0,,0
1/18/2012 5:00,2012,1,5,0,0,sandy loam,0.007408333,0,,0
1/18/2012 6:00,2012,1,6,0,0,sandy loam,0.007408333,0,,0
1/18/2012 7:00,2012,1,7,0,0,sandy loam,0.007408333,0.001,,0
1/18/2012 8:00,2012,1,8,0,0,sandy loam,0.007408333,0.008,,0
1/18/2012 9:00,2012,1,9,0,0,sandy loam,0.007408333,0.022,,0
1/18/2012 10:00,2012,1,10,0,0,sandy loam,0.007408333,0.036,,0
1/18/2012 11:00,2012,1,11,0,0,sandy loam,0.007408333,0.045,,0
1/18/2012 12:00,2012,1,12,0,0,sandy loam,0.007408333,0.044,,0
1/18/2012 13:00,2012,1,13,0,0,sandy loam,0.007408333,0.046,,0
1/18/2012 14:00,2012,1,14,0,0,sandy loam,0.007408333,0.043,,0
1/18/2012 15:00,2012,1,15,0,0,sandy loam,0.007408333,0.038,,0
1/18/2012 16:00,2012,1,16,0,0,sandy loam,0.007408333,0.026,,0
1/18/2012 17:00,2012,1,17,0,0,sandy loam,0.007408333,0.013,,0
1/18/2012 18:00,2012,1,18,0,0,sandy loam,0.007408333,0.005,,0
1/18/2012 19:00,2012,1,19,0,0,sandy loam,0.007408333,0.001,,0
1/18/2012 20:00,2012,1,20,0,0,sandy loam,0.007408333,0,,0
1/18/2012 21:00,2012,1,21,0,0,sandy loam,0.007408333,0,,0
1/18/2012 22:00,2012,1,22,0,0,sandy loam,0.007408333,0,,0
1/18/2012 23:00,2012,1,23,0,0,sandy loam,0.007408333,0,,0
1/19/2012 0:00,2012,1,0,0,2.91,sandy loam,0.007408333,0,,0
1/19/2012 1:00,2012,1,1,0,0,sandy loam,0.007408333,0,,0
1/19/2012 2:00,2012,1,2,0,0,sandy loam,0.007408333,0,,0
1/19/2012 3:00,2012,1,3,0,0,sandy loam,0.007408333,0,,0
1/19/2012 4:00,2012,1,4,0,0,sandy loam,0.007408333,0,,0
1/19/2012 5:00,2012,1,5,0,0,sandy loam,0.007408333,0,,1
1/19/2012 6:00,2012,1,6,0,0,sandy loam,0.007408333,0,,0
1/19/2012 7:00,2012,1,7,0,0,sandy loam,0.007408333,0.001,,0
1/19/2012 8:00,2012,1,8,0,0,sandy loam,0.007408333,0.004,,0
1/19/2012 9:00,2012,1,9,0,0,sandy loam,0.007408333,0.01,,0
1/19/2012 10:00,2012,1,10,0,0,sandy loam,0.007408333,0.015,,0
1/19/2012 11:00,2012,1,11,0,0,sandy loam,0.007408333,0.035,,0
1/19/2012 12:00,2012,1,12,0,0,sandy loam,0.007408333,0.043,,0
1/19/2012 13:00,2012,1,13,0,0,sandy loam,0.007408333,0.049,,0
1/19/2012 14:00,2012,1,14,0,0,sandy loam,0.007408333,0.045,,0
1/19/2012 15:00,2012,1,15,0,0,sandy loam,0.007408333,0.038,,0
1/19/2012 16:00,2012,1,16,0,0,sandy loam,0.007408333,0.027,,0
1/19/2012 17:00,2012,1,17,0,0,sandy loam,0.007408333,0.012,,0
1/19/2012 18:00,2012,1,18,0,0,sandy loam,0.007408333,0.003,,0
1/19/2012 19:00,2012,1,19,0,0,sandy loam,0.007408333,0,,0
1/19/2012 20:00,2012,1,20,0,0,sandy loam,0.007408333,0,,0
1/19/2012 21:00,2012,1,21,0,0,sandy loam,0.007408333,0,,0
1/19/2012 22:00,2012,1,22,0,0,sandy loam,0.007408333,0,,0
1/19/2012 23:00,2012,1,23,0,0,sandy loam,0.007408333,0,,0
1/20/2012 0:00,2012,1,0,0,0,sandy loam,0.007408333,0,,0
1/20/2012 1:00,2012,1,1,0,0,sandy loam,0.007408333,0,,0
1/20/2012 2:00,2012,1,2,0,0,sandy loam,0.007408333,0,,0
